date,source,medium,campaign,cost,impressions,clicks,users,revenue
1/23/2024,yandex.ru,(none),(organic),$25.20,9409,9181,100,$743.49
1/18/2024,brightedge--c.vf.force.com,referral,solution_data,$91.18,7584,7205,380,$664.22
1/9/2024,app.amplemarket.com,(none),service_strategy,$73.43,1834,1239,906,$885.52
1/29/2024,momentum.com,(none),(referral),$17.36,1979,1310,355,$691.49
1/12/2024,bing,organic,solution_data,$31.26,9483,9185,337,$564.60
1/9/2024,linkedin.com,(none),christmas_cmp,$86.73,1212,476,272,$408.32
1/27/2024,brightedge--c.vf.force.com,(none),christmas_cmp,$49.33,7184,6874,555,$686.86
1/2/2024,gdmsugar.gartner.com,referral,service_strategy,$12.53,4448,3982,534,$453.00
1/10/2024,gdmsugar.gartner.com,paid,(organic),$65.07,4412,4073,917,$908.97
1/11/2024,google,organic,christmas_cmp,$81.18,3666,3225,457,$164.28
1/22/2024,linkedin.com,referral,(organic),$90.26,4268,4110,518,$409.65
1/1/2024,app.amplemarket.com,organic,service_strategy,$68.85,1818,1765,979,$826.73
1/20/2024,enterprisemarketingportal.google,social,chrome_launch_switch,$10.24,7319,6674,498,$148.39
1/11/2024,meta,social,christmas_cmp,$85.19,6725,5849,106,$469.59
1/16/2024,enterprisemarketingportal.google,paid,(organic),$62.31,6399,6018,344,$310.96
1/7/2024,linkedin.com,(none),(referral),$56.42,2329,2281,390,$745.65
1/11/2024,gdmsugar.gartner.com,social,(organic),$94.36,3606,3275,450,$855.77
1/16/2024,google,referral,(referral),$86.20,5108,4330,265,$631.79
1/11/2024,momentum.com,organic,(direct),$83.73,8216,7945,857,$682.67
1/8/2024,(direct),organic,solution_marketing,$19.42,5243,4462,528,$972.49
1/29/2024,momentum.com,organic,service_strategy,$62.28,6979,6361,746,$412.58
1/10/2024,enterprisemarketingportal.google,social,chrome_launch_switch,$88.61,9216,8229,644,$566.48
1/13/2024,meta,organic,solution_data,$72.42,3625,2871,497,$906.35
1/9/2024,bing,(none),(referral),$57.10,8043,7413,586,$473.77
1/3/2024,meta,organic,chrome_launch_switch,$13.78,3412,3328,216,$928.50
1/8/2024,brightedge--c.vf.force.com,(none),(organic),$46.92,7783,6850,642,$101.86
1/26/2024,linkedin.com,social,solution_marketing,$30.59,3783,2792,930,$141.30
1/28/2024,meta,(none),(organic),$89.44,6372,5912,597,$357.05
1/29/2024,gdmsugar.gartner.com,social,service_strategy,$66.69,9513,9293,329,$481.34
1/21/2024,boards.greenhouse.io,organic,solution_data,$88.81,6707,6379,548,$223.42
1/2/2024,app.amplemarket.com,social,chrome_launch_switch,$73.92,7175,6616,501,$162.16
1/27/2024,(direct),paid,chrome_launch_switch,$13.29,5592,5069,988,$925.01
1/24/2024,gdmsugar.gartner.com,social,chrome_launch_switch,$17.94,8073,7867,957,$575.33
1/15/2024,linkedin.com,paid,service_strategy,$64.36,7929,7370,410,$275.49
1/9/2024,linkedin.com,referral,(organic),$49.73,6409,6197,239,$169.57
1/26/2024,bing,(none),christmas_cmp,$10.34,4912,4263,997,$595.46
1/19/2024,google,social,chrome_launch_switch,$88.73,1645,831,399,$607.99
1/26/2024,enterprisemarketingportal.google,referral,chrome_launch_switch,$48.49,1641,1425,662,$208.58
1/17/2024,boards.greenhouse.io,(none),christmas_cmp,$12.10,9468,8652,294,$616.55
1/28/2024,brightedge--c.vf.force.com,(none),solution_data,$95.64,8902,8528,768,$159.75
1/25/2024,boards.greenhouse.io,(none),(organic),$76.97,2282,2028,800,$251.55
1/20/2024,google,referral,solution_data,$49.53,9569,8615,803,$413.05
1/13/2024,momentum.com,paid,solution_data,$81.19,3234,2538,389,$613.85
1/15/2024,meta,organic,christmas_cmp,$85.97,8160,7784,391,$550.72
1/4/2024,brightedge--c.vf.force.com,(none),(direct),$47.16,7350,7317,431,$192.34
1/12/2024,meta,paid,(organic),$29.27,3393,2803,987,$259.58
1/18/2024,brightedge--c.vf.force.com,paid,solution_marketing,$55.77,1474,838,179,$292.82
1/24/2024,bing,paid,service_strategy,$71.03,6869,6501,548,$910.53
1/7/2024,boards.greenhouse.io,paid,christmas_cmp,$10.67,4243,3708,555,$761.97
1/12/2024,bing,organic,chrome_launch_switch,$33.30,1963,1610,128,$464.72
1/10/2024,enterprisemarketingportal.google,social,(organic),$57.48,2897,2066,420,$332.87
1/22/2024,meta,paid,(referral),$31.94,1975,1354,769,$953.79
1/20/2024,brightedge--c.vf.force.com,paid,solution_marketing,$56.35,9031,8198,389,$983.56
1/19/2024,gdmsugar.gartner.com,organic,(referral),$97.82,3023,2153,136,$660.31
1/20/2024,yandex.ru,(none),christmas_cmp,$11.83,8977,8192,674,$164.02
1/29/2024,yandex.ru,referral,chrome_launch_switch,$79.44,9626,9595,376,$208.84
1/23/2024,chrome_launch_switch,referral,chrome_launch_switch,$22.94,2279,1319,523,$162.92
1/1/2024,app.amplemarket.com,referral,service_strategy,$42.96,1634,1250,167,$697.63
1/29/2024,momentum.com,(none),(organic),$36.32,9931,9734,691,$643.99
1/24/2024,app.amplemarket.com,(none),christmas_cmp,$85.71,9383,9180,862,$743.87
1/11/2024,google,paid,service_strategy,$23.66,9628,9089,152,$655.83
1/16/2024,yandex.ru,paid,(organic),$46.19,2954,2275,151,$459.35
1/20/2024,(direct),paid,solution_marketing,$17.15,8829,8160,561,$113.81
1/29/2024,brightedge--c.vf.force.com,(none),(organic),$70.21,9145,9074,533,$763.49
1/1/2024,app.amplemarket.com,paid,(organic),$20.78,1796,1685,258,$784.30
1/14/2024,chrome_launch_switch,(none),(organic),$80.80,9937,9050,506,$772.55
1/25/2024,yandex.ru,(none),service_strategy,$80.64,9550,8761,653,$535.89
1/5/2024,boards.greenhouse.io,referral,(organic),$90.51,4268,3807,786,$611.98
1/21/2024,google,referral,solution_data,$91.32,9388,8893,218,$795.93
1/12/2024,enterprisemarketingportal.google,social,(organic),$15.37,5579,4924,108,$971.55
1/21/2024,(direct),organic,(referral),$31.71,4294,3981,504,$768.92
1/10/2024,enterprisemarketingportal.google,referral,(direct),$76.84,4946,4476,171,$789.93
1/5/2024,momentum.com,(none),chrome_launch_switch,$21.01,7616,7156,514,$842.23
1/27/2024,bing,social,(direct),$42.85,9186,8851,880,$761.56
1/28/2024,meta,social,solution_data,$95.01,6070,6035,425,$976.18
1/18/2024,bing,(none),solution_marketing,$46.41,7992,7670,555,$720.02
1/23/2024,chrome_launch_switch,organic,christmas_cmp,$53.77,9908,9507,690,$879.51
1/12/2024,google,paid,service_strategy,$39.89,4275,4135,583,$809.00
1/29/2024,boards.greenhouse.io,paid,chrome_launch_switch,$28.42,8912,8184,135,$186.71
1/3/2024,app.amplemarket.com,referral,service_strategy,$10.54,7308,6470,745,$984.92
1/1/2024,app.amplemarket.com,organic,(referral),$14.40,3600,3355,435,$665.82
1/10/2024,yandex.ru,(none),(organic),$57.10,3926,3289,947,$603.76
1/17/2024,gdmsugar.gartner.com,paid,chrome_launch_switch,$89.56,7876,7517,673,$270.37
1/22/2024,enterprisemarketingportal.google,(none),(direct),$34.01,8179,8107,272,$267.98
1/6/2024,(direct),paid,(direct),$57.10,4950,4223,430,$367.15
1/7/2024,linkedin.com,organic,service_strategy,$87.98,4468,4113,753,$142.06
1/9/2024,meta,(none),(direct),$15.39,8923,8102,822,$781.93
1/17/2024,gdmsugar.gartner.com,referral,chrome_launch_switch,$95.30,2325,1686,384,$407.81
1/11/2024,app.amplemarket.com,(none),(referral),$45.50,2893,2070,929,$471.44
1/9/2024,enterprisemarketingportal.google,social,solution_data,$91.35,2677,2128,984,$990.08
1/28/2024,google,organic,chrome_launch_switch,$18.99,2940,2664,660,$568.52
1/5/2024,linkedin.com,social,solution_data,$62.16,1590,1392,810,$975.25
1/2/2024,linkedin.com,organic,(direct),$34.83,9659,9490,250,$653.06
1/1/2024,(direct),social,solution_data,$73.50,1482,488,834,$537.39
1/2/2024,momentum.com,paid,solution_marketing,$81.19,4287,4081,320,$868.89
1/9/2024,linkedin.com,organic,solution_data,$36.46,9824,9790,160,$577.52
1/16/2024,brightedge--c.vf.force.com,(none),solution_marketing,$18.40,3989,3786,777,$693.69
1/4/2024,brightedge--c.vf.force.com,social,(referral),$18.46,2800,2249,161,$875.17
1/23/2024,(direct),(none),chrome_launch_switch,$50.12,7638,7519,164,$265.73
1/22/2024,momentum.com,social,christmas_cmp,$63.35,4912,4555,259,$881.99
1/14/2024,boards.greenhouse.io,(none),solution_data,$21.18,7210,6945,126,$602.38
1/22/2024,app.amplemarket.com,social,service_strategy,$51.83,4842,4364,188,$188.53
1/28/2024,linkedin.com,paid,christmas_cmp,$53.38,1803,968,325,$383.77
1/4/2024,gdmsugar.gartner.com,organic,christmas_cmp,$94.20,1889,1213,445,$106.44
1/21/2024,yandex.ru,referral,(direct),$71.02,1622,1287,791,$521.63
1/14/2024,google,paid,christmas_cmp,$55.28,2326,2212,255,$650.71
1/12/2024,bing,social,solution_data,$24.32,9290,8344,868,$410.36
1/27/2024,bing,organic,solution_data,$43.55,1175,294,523,$641.44
1/16/2024,enterprisemarketingportal.google,paid,(referral),$28.90,6183,5249,615,$535.90
1/25/2024,gdmsugar.gartner.com,organic,(direct),$65.97,7818,6996,671,$185.72
1/26/2024,meta,(none),(organic),$42.35,5443,4915,607,$558.84
1/14/2024,boards.greenhouse.io,organic,service_strategy,$17.91,8285,7500,138,$755.19
1/28/2024,app.amplemarket.com,social,solution_marketing,$42.18,3799,3102,825,$139.00
1/20/2024,yandex.ru,organic,(referral),$61.86,1966,1467,138,$416.14
1/15/2024,brightedge--c.vf.force.com,(none),chrome_launch_switch,$36.81,3250,2994,903,$480.29
1/3/2024,gdmsugar.gartner.com,referral,solution_marketing,$16.13,6180,5806,541,$914.66
1/29/2024,google,social,christmas_cmp,$26.25,2117,1508,704,$347.14
1/15/2024,momentum.com,referral,service_strategy,$76.27,1785,1552,876,$807.29
1/18/2024,app.amplemarket.com,organic,christmas_cmp,$64.43,8121,7587,484,$691.36
1/18/2024,bing,(none),(organic),$61.37,5599,5120,392,$548.35
1/4/2024,gdmsugar.gartner.com,organic,solution_data,$28.08,7804,6945,456,$642.51
1/16/2024,google,social,chrome_launch_switch,$87.05,8490,8487,332,$187.92
1/5/2024,boards.greenhouse.io,referral,christmas_cmp,$37.80,4893,4755,101,$398.59
1/23/2024,google,(none),(direct),$37.02,3489,3353,460,$406.72
1/12/2024,(direct),organic,service_strategy,$57.62,7568,6854,577,$313.74
1/25/2024,bing,referral,christmas_cmp,$60.27,8701,8534,103,$807.83
1/6/2024,meta,referral,(direct),$51.49,5976,5234,435,$499.36
1/25/2024,(direct),social,christmas_cmp,$47.93,3925,3009,657,$257.76
1/13/2024,boards.greenhouse.io,(none),service_strategy,$88.95,8031,7862,243,$691.41
1/29/2024,app.amplemarket.com,(none),(direct),$83.79,2297,2222,599,$442.64
1/29/2024,linkedin.com,social,christmas_cmp,$86.95,2605,2276,241,$324.31
1/24/2024,google,paid,chrome_launch_switch,$13.70,9710,8880,823,$859.59
1/18/2024,momentum.com,(none),(direct),$96.36,6389,6057,721,$217.54
1/24/2024,meta,paid,service_strategy,$26.81,8683,8571,602,$127.98
1/4/2024,(direct),paid,(referral),$14.52,3012,2810,251,$162.58
1/9/2024,momentum.com,organic,(organic),$46.10,8219,8169,137,$250.94
1/11/2024,meta,referral,solution_data,$38.28,3143,2256,855,$354.25
1/16/2024,linkedin.com,social,(direct),$50.24,9391,8645,530,$172.45
1/24/2024,momentum.com,referral,christmas_cmp,$32.62,3570,3112,645,$627.16
1/15/2024,(direct),(none),(direct),$15.02,6054,5543,367,$699.31
1/22/2024,linkedin.com,referral,solution_data,$39.52,1361,523,206,$259.88
1/3/2024,gdmsugar.gartner.com,paid,solution_data,$53.27,3964,3588,982,$800.03
1/9/2024,bing,referral,(direct),$11.95,4473,3719,919,$356.01
1/10/2024,google,paid,chrome_launch_switch,$75.69,4622,3886,431,$307.44
1/9/2024,linkedin.com,paid,solution_marketing,$98.48,1925,1683,149,$661.43
1/20/2024,bing,paid,(direct),$42.11,9313,8656,513,$891.34
1/18/2024,brightedge--c.vf.force.com,social,(referral),$66.14,1349,421,973,$647.48
1/4/2024,bing,social,(referral),$30.37,2204,1421,102,$713.41
1/16/2024,(direct),referral,solution_marketing,$74.24,9822,9762,693,$660.02
1/6/2024,linkedin.com,(none),christmas_cmp,$49.35,7701,7634,724,$825.33
1/28/2024,app.amplemarket.com,organic,solution_marketing,$34.34,3634,2902,564,$390.18
1/3/2024,meta,(none),service_strategy,$46.96,3188,2227,678,$675.43
1/9/2024,gdmsugar.gartner.com,paid,(direct),$19.96,2430,1513,589,$504.13
1/25/2024,yandex.ru,social,(referral),$97.98,8597,8562,766,$668.81
1/28/2024,bing,referral,solution_marketing,$19.66,4778,3895,548,$194.66
1/1/2024,google,(none),solution_marketing,$28.26,6353,5445,396,$305.15
1/16/2024,(direct),social,service_strategy,$19.32,4747,4059,175,$556.83
1/9/2024,chrome_launch_switch,organic,christmas_cmp,$55.05,8314,7700,992,$143.80
1/13/2024,brightedge--c.vf.force.com,(none),solution_data,$95.64,2976,2411,170,$756.14
1/11/2024,brightedge--c.vf.force.com,referral,(direct),$92.49,3640,3552,823,$571.86
1/6/2024,boards.greenhouse.io,(none),service_strategy,$43.59,7201,6217,910,$646.51
1/28/2024,gdmsugar.gartner.com,paid,christmas_cmp,$90.47,4714,3728,299,$748.52
1/2/2024,gdmsugar.gartner.com,referral,chrome_launch_switch,$33.89,7179,6688,103,$548.48
1/21/2024,yandex.ru,social,(organic),$38.30,5593,5117,479,$890.84
1/14/2024,linkedin.com,paid,service_strategy,$98.41,8917,8665,702,$147.33
1/4/2024,app.amplemarket.com,(none),solution_data,$53.62,9496,8662,917,$950.13
1/10/2024,google,paid,solution_data,$95.85,6871,6200,628,$252.78
1/9/2024,yandex.ru,(none),service_strategy,$97.01,7105,6608,707,$405.22
1/7/2024,google,(none),solution_marketing,$88.00,7416,6652,317,$199.09
1/17/2024,momentum.com,paid,(referral),$57.26,7747,7023,366,$601.58
1/16/2024,enterprisemarketingportal.google,social,(referral),$28.33,8843,8269,504,$946.54
1/12/2024,gdmsugar.gartner.com,organic,(referral),$51.92,2392,1505,881,$880.27
1/6/2024,bing,paid,service_strategy,$27.95,6639,6396,236,$315.32
1/10/2024,app.amplemarket.com,referral,solution_marketing,$71.80,4021,3327,147,$350.89
1/27/2024,(direct),organic,(direct),$82.47,2209,1453,276,$731.77
1/20/2024,brightedge--c.vf.force.com,organic,service_strategy,$59.97,3757,3048,236,$996.11
1/5/2024,momentum.com,social,service_strategy,$14.12,9536,8562,808,$348.29
1/17/2024,bing,paid,chrome_launch_switch,$70.74,7750,7114,868,$163.55
1/25/2024,gdmsugar.gartner.com,social,chrome_launch_switch,$16.68,1893,1379,267,$880.69
1/8/2024,gdmsugar.gartner.com,(none),christmas_cmp,$80.47,3443,2814,269,$874.86
1/22/2024,brightedge--c.vf.force.com,paid,solution_data,$27.48,4649,3926,772,$931.67
1/20/2024,app.amplemarket.com,social,service_strategy,$61.78,5437,4830,990,$707.28
1/2/2024,meta,organic,(direct),$36.43,5780,5118,469,$390.75
1/16/2024,gdmsugar.gartner.com,social,solution_marketing,$95.40,6846,6771,907,$724.51
1/1/2024,gdmsugar.gartner.com,(none),chrome_launch_switch,$20.82,9586,8829,374,$892.95
1/11/2024,(direct),social,solution_marketing,$45.24,4691,4535,957,$656.44
1/11/2024,yandex.ru,organic,service_strategy,$49.86,1116,209,840,$116.83
1/19/2024,meta,paid,solution_marketing,$96.11,9311,8880,325,$900.81
1/17/2024,momentum.com,organic,(direct),$52.75,8448,8304,279,$619.00
1/7/2024,boards.greenhouse.io,(none),solution_data,$79.40,1555,1163,616,$872.14
1/13/2024,(direct),paid,chrome_launch_switch,$30.37,8480,8413,895,$471.17
1/6/2024,app.amplemarket.com,(none),service_strategy,$29.37,2539,1934,253,$549.08
1/11/2024,yandex.ru,organic,service_strategy,$32.03,2767,2078,301,$120.70
1/16/2024,linkedin.com,paid,solution_data,$14.20,3040,2113,733,$995.54
1/9/2024,meta,organic,chrome_launch_switch,$21.10,9769,8870,163,$569.41
1/4/2024,linkedin.com,(none),service_strategy,$99.45,1370,904,634,$617.28
1/24/2024,bing,social,christmas_cmp,$44.92,2320,1962,611,$594.57
1/24/2024,momentum.com,(none),(referral),$28.07,4150,3264,984,$957.58
1/18/2024,boards.greenhouse.io,paid,solution_marketing,$52.87,2963,2692,797,$314.79
1/4/2024,chrome_launch_switch,(none),christmas_cmp,$54.44,7565,6644,818,$286.32
1/10/2024,google,referral,(organic),$33.04,1517,1123,403,$353.66
1/11/2024,meta,referral,christmas_cmp,$54.61,1044,747,366,$302.29
1/15/2024,gdmsugar.gartner.com,(none),(organic),$21.55,6133,5902,959,$749.11
1/25/2024,brightedge--c.vf.force.com,paid,solution_data,$49.31,5341,4964,746,$721.90
1/15/2024,yandex.ru,organic,(referral),$69.33,2723,2114,119,$177.55
1/7/2024,app.amplemarket.com,(none),christmas_cmp,$48.02,1457,936,672,$605.26
1/23/2024,enterprisemarketingportal.google,organic,(organic),$19.43,7979,7023,384,$827.84
1/2/2024,chrome_launch_switch,(none),chrome_launch_switch,$39.06,5167,4784,738,$936.30
1/6/2024,yandex.ru,referral,solution_marketing,$24.72,7869,7255,792,$485.80
1/22/2024,app.amplemarket.com,social,solution_marketing,$12.77,5400,5301,111,$258.22
1/24/2024,yandex.ru,referral,solution_data,$10.27,1816,1794,539,$964.27
1/16/2024,(direct),referral,chrome_launch_switch,$62.48,3972,3733,341,$586.56
1/12/2024,(direct),referral,christmas_cmp,$15.51,7240,6407,528,$913.63
1/26/2024,enterprisemarketingportal.google,referral,christmas_cmp,$25.91,7317,7053,330,$101.77
1/20/2024,boards.greenhouse.io,paid,service_strategy,$65.30,7933,7656,608,$477.83
1/12/2024,boards.greenhouse.io,referral,christmas_cmp,$38.45,2879,2875,339,$555.84
1/7/2024,gdmsugar.gartner.com,organic,(organic),$12.54,9180,8608,738,$844.95
1/4/2024,boards.greenhouse.io,organic,(referral),$60.30,7576,7506,360,$552.82
1/15/2024,google,social,christmas_cmp,$15.40,2107,1430,233,$705.70
1/1/2024,enterprisemarketingportal.google,social,service_strategy,$86.31,4237,3560,750,$680.23
1/28/2024,yandex.ru,social,christmas_cmp,$33.57,7877,7377,455,$874.48
1/27/2024,google,(none),solution_data,$44.73,4677,4022,658,$709.47
1/6/2024,chrome_launch_switch,paid,chrome_launch_switch,$21.46,8078,7985,1000,$729.46
1/19/2024,enterprisemarketingportal.google,referral,(organic),$44.60,3988,3036,763,$237.36
1/7/2024,app.amplemarket.com,social,service_strategy,$90.73,3590,2879,561,$229.19
1/4/2024,boards.greenhouse.io,paid,(referral),$22.20,9059,8951,921,$424.01
1/20/2024,meta,(none),(referral),$69.32,5769,5012,759,$809.56
1/4/2024,(direct),referral,service_strategy,$23.23,7805,7521,136,$649.20
1/19/2024,google,(none),service_strategy,$25.40,4886,4472,619,$100.93
1/8/2024,boards.greenhouse.io,(none),solution_marketing,$65.02,6842,6462,706,$625.48
1/12/2024,enterprisemarketingportal.google,referral,(referral),$82.50,7403,6690,765,$865.84
1/3/2024,brightedge--c.vf.force.com,organic,christmas_cmp,$91.15,7485,6739,600,$646.06
1/7/2024,yandex.ru,social,chrome_launch_switch,$51.56,3377,2720,231,$185.36
1/8/2024,yandex.ru,paid,solution_marketing,$13.76,8039,7475,159,$850.72
1/10/2024,brightedge--c.vf.force.com,(none),christmas_cmp,$92.09,9681,9141,674,$983.21
1/25/2024,gdmsugar.gartner.com,organic,(referral),$40.87,6955,6611,595,$191.75
1/22/2024,app.amplemarket.com,social,chrome_launch_switch,$60.77,4146,3360,369,$878.40
1/17/2024,yandex.ru,paid,chrome_launch_switch,$45.84,3541,2912,634,$820.18
1/10/2024,gdmsugar.gartner.com,paid,(organic),$42.31,9981,9938,212,$866.67
1/29/2024,app.amplemarket.com,social,solution_data,$90.87,4289,3885,211,$131.17
1/25/2024,enterprisemarketingportal.google,(none),service_strategy,$28.92,8064,7546,314,$279.39
1/8/2024,boards.greenhouse.io,referral,(referral),$59.28,3277,3001,363,$790.95
1/15/2024,gdmsugar.gartner.com,referral,chrome_launch_switch,$79.27,1167,543,639,$270.62
1/7/2024,boards.greenhouse.io,(none),solution_marketing,$58.32,4503,4090,658,$547.52
1/11/2024,bing,paid,solution_data,$68.83,6184,5882,986,$724.03
1/1/2024,yandex.ru,social,christmas_cmp,$34.42,6090,5381,906,$432.63
1/10/2024,boards.greenhouse.io,paid,christmas_cmp,$23.70,8187,7906,609,$811.37
1/27/2024,chrome_launch_switch,organic,solution_data,$97.44,3760,3562,932,$752.47
1/4/2024,chrome_launch_switch,social,(direct),$83.62,6913,5926,487,$549.08
1/21/2024,bing,referral,christmas_cmp,$37.46,6727,6393,518,$344.41
1/12/2024,linkedin.com,referral,service_strategy,$69.23,4068,3271,954,$374.75
1/18/2024,meta,social,chrome_launch_switch,$43.42,8724,8114,275,$593.30
1/3/2024,yandex.ru,organic,(referral),$68.29,7893,7676,868,$232.13
1/29/2024,boards.greenhouse.io,paid,(direct),$56.11,5804,5510,428,$361.95
1/19/2024,app.amplemarket.com,(none),service_strategy,$98.13,3656,3200,970,$520.41
1/8/2024,momentum.com,organic,(referral),$65.84,4367,3582,382,$913.47
1/11/2024,momentum.com,organic,(direct),$18.49,7758,6851,589,$506.49
1/3/2024,chrome_launch_switch,referral,christmas_cmp,$58.55,4227,4019,979,$732.55
1/7/2024,yandex.ru,paid,christmas_cmp,$52.36,9839,8998,833,$133.32
1/17/2024,yandex.ru,organic,(organic),$63.09,3852,3573,185,$801.07
1/17/2024,enterprisemarketingportal.google,referral,(direct),$46.46,4704,4079,244,$296.82
1/12/2024,linkedin.com,social,chrome_launch_switch,$65.09,7591,6796,281,$218.28
1/15/2024,app.amplemarket.com,referral,christmas_cmp,$79.03,7855,7366,250,$311.14
1/14/2024,google,paid,chrome_launch_switch,$63.67,2066,1423,785,$684.49
1/11/2024,meta,referral,solution_marketing,$46.08,3528,2616,242,$783.80
1/19/2024,brightedge--c.vf.force.com,referral,service_strategy,$39.84,2371,1916,687,$428.98
1/5/2024,google,paid,christmas_cmp,$53.54,1252,869,481,$578.14
1/15/2024,google,referral,solution_marketing,$58.75,3630,2949,703,$475.92
1/25/2024,enterprisemarketingportal.google,paid,solution_marketing,$83.52,9962,9738,220,$832.18
1/18/2024,google,organic,(referral),$99.79,7807,7777,642,$205.74
1/6/2024,app.amplemarket.com,social,chrome_launch_switch,$94.39,8916,8116,788,$516.24
1/24/2024,gdmsugar.gartner.com,(none),service_strategy,$18.84,2660,2276,841,$743.41
1/4/2024,brightedge--c.vf.force.com,(none),service_strategy,$29.99,7087,6332,338,$262.21
1/10/2024,gdmsugar.gartner.com,paid,solution_marketing,$46.08,5445,4524,204,$381.86
1/18/2024,brightedge--c.vf.force.com,paid,solution_data,$31.18,2109,2032,233,$812.76
1/16/2024,app.amplemarket.com,organic,chrome_launch_switch,$82.80,9276,8525,870,$401.18
1/5/2024,bing,paid,(referral),$90.12,6946,6624,467,$909.25
1/4/2024,bing,paid,(referral),$36.22,4077,4030,588,$867.88
1/24/2024,app.amplemarket.com,referral,(direct),$42.65,7310,7254,423,$222.21
1/8/2024,google,(none),christmas_cmp,$52.40,6181,5221,178,$829.40
1/10/2024,bing,paid,(referral),$28.64,1488,1389,788,$992.98
1/3/2024,google,paid,service_strategy,$78.22,1989,1005,389,$249.33
1/9/2024,meta,(none),chrome_launch_switch,$39.43,3670,2903,200,$811.03
1/5/2024,momentum.com,paid,(direct),$29.66,4607,4565,702,$355.58
1/5/2024,(direct),paid,(organic),$58.27,3802,2820,931,$161.77
1/28/2024,bing,referral,solution_data,$56.34,3427,3071,593,$127.27
1/27/2024,chrome_launch_switch,social,solution_marketing,$87.04,4183,3399,118,$867.38
1/12/2024,gdmsugar.gartner.com,paid,solution_marketing,$83.39,2477,1937,887,$528.17
1/14/2024,bing,paid,christmas_cmp,$13.99,6394,5782,364,$200.54
1/24/2024,meta,(none),solution_data,$31.72,1587,1140,647,$379.75
1/29/2024,enterprisemarketingportal.google,referral,(referral),$83.21,4305,3676,294,$932.96
1/1/2024,boards.greenhouse.io,referral,(organic),$19.37,3217,2574,334,$476.76
1/7/2024,meta,paid,chrome_launch_switch,$31.41,5164,4543,111,$204.72
1/26/2024,boards.greenhouse.io,referral,service_strategy,$88.80,5164,4672,659,$483.88
1/18/2024,linkedin.com,referral,(referral),$74.36,1523,866,481,$763.53
1/24/2024,enterprisemarketingportal.google,social,solution_marketing,$75.93,3746,2971,261,$429.51
1/13/2024,brightedge--c.vf.force.com,paid,chrome_launch_switch,$24.16,6596,6316,459,$672.79
1/5/2024,bing,paid,solution_marketing,$95.20,7932,7383,154,$616.53
1/2/2024,enterprisemarketingportal.google,paid,service_strategy,$88.91,5803,5401,466,$103.26
1/4/2024,enterprisemarketingportal.google,organic,solution_marketing,$72.35,5881,5803,712,$388.83
1/29/2024,app.amplemarket.com,organic,(referral),$66.09,4531,4348,325,$983.48
1/8/2024,chrome_launch_switch,organic,(referral),$59.27,7252,7013,352,$409.44
1/24/2024,boards.greenhouse.io,referral,chrome_launch_switch,$88.86,2625,1709,691,$878.98
1/19/2024,chrome_launch_switch,social,(referral),$67.70,3015,2269,710,$570.63
1/12/2024,meta,(none),solution_data,$93.19,2178,1306,814,$652.77
1/2/2024,app.amplemarket.com,(none),solution_data,$50.37,6829,6822,846,$319.93
1/3/2024,meta,organic,(referral),$59.33,1962,1617,115,$361.16
1/2/2024,bing,paid,christmas_cmp,$70.30,7338,6863,644,$509.74
1/8/2024,boards.greenhouse.io,social,christmas_cmp,$59.21,3172,3082,918,$348.49
1/16/2024,bing,organic,solution_data,$29.54,7141,6657,587,$351.83
1/4/2024,gdmsugar.gartner.com,(none),chrome_launch_switch,$20.09,4933,4159,858,$673.11
1/1/2024,momentum.com,social,solution_data,$33.61,6072,5617,624,$930.45
1/7/2024,google,organic,christmas_cmp,$72.34,2465,1640,711,$801.79
1/26/2024,google,(none),(organic),$15.54,7260,7202,794,$698.07
1/2/2024,bing,referral,christmas_cmp,$70.16,5213,5088,381,$201.21
1/22/2024,(direct),paid,service_strategy,$38.37,9277,8544,878,$587.19
1/22/2024,linkedin.com,(none),(direct),$57.70,1947,1633,884,$769.15
1/11/2024,bing,social,(referral),$50.88,9323,8861,448,$115.34
1/22/2024,(direct),referral,(referral),$74.69,2882,2486,706,$439.10
1/3/2024,chrome_launch_switch,social,solution_data,$10.81,3391,2784,761,$185.84
1/17/2024,brightedge--c.vf.force.com,referral,(direct),$51.44,4591,3914,399,$873.76
1/12/2024,yandex.ru,(none),(direct),$64.74,7737,7044,365,$245.61
1/10/2024,bing,referral,christmas_cmp,$74.49,1068,81,274,$694.06
1/20/2024,boards.greenhouse.io,referral,christmas_cmp,$39.34,5561,4584,434,$614.04
1/2/2024,app.amplemarket.com,social,solution_data,$32.29,5788,4823,661,$509.31
1/18/2024,meta,paid,service_strategy,$15.79,9494,9120,272,$133.95
1/6/2024,chrome_launch_switch,paid,(referral),$49.58,7368,7100,705,$526.30
1/2/2024,yandex.ru,social,christmas_cmp,$40.63,9845,8921,348,$431.43
1/19/2024,boards.greenhouse.io,social,solution_marketing,$84.71,8122,7805,981,$911.62
1/8/2024,boards.greenhouse.io,organic,chrome_launch_switch,$88.69,4863,4122,581,$583.97
1/3/2024,chrome_launch_switch,organic,(referral),$25.95,2385,2344,534,$934.24
1/26/2024,chrome_launch_switch,paid,christmas_cmp,$41.85,4329,3389,354,$225.55
1/11/2024,linkedin.com,referral,christmas_cmp,$33.73,1965,1838,198,$165.60
1/3/2024,google,organic,(organic),$50.49,9262,9254,808,$610.97
